Star,Age,Birthplace,Height,Weight,Gender,Ethnicity,Cost
Shrima Malati,None,None,160,43,Female,White,121.0
Shy Love,45,Germany,165,48,None,None,5618523.2
Shyla Jennings,38,Germany,157,44,None,None,40857786.0
Shyla Ryder,28,United States of America,170,55,None,None,15298195.8
Shyla Stylez,41,Canada,160,49,None,None,19963967.0
Sia Soon,None,None,170,65,Female,Black,27.0
Sidney Dark,None,Germany,170,48,None,None,294999.8
Sienna Day,None,None,163,54,Female,White,17.4
Sienna West,46,United States of America,160,55,None,None,14637844.0
Sierra,51,United States of America,155,58,None,None,829973.6
Sierra Nevadah,28,United States of America,170,50,None,None,3961656.2
Sierra Nicole,30,United States of America,170,58,None,None,6582720.2
Sierra Sanders,35,United States of America,168,59,None,None,1877482.0
Sierra Sinn,41,United States of America,152,41,None,None,1418669.0
Sierra Skye,38,United States of America,168,70,None,None,1441771.0
Silvia Dellai,None,None,157,48,Female,White,11.4
Silvia Jons,32,Russia,152,50,None,None,3452474.0
Silvia Rubi,None,None,175,70,Female,Latin,18.4
Silvia Saige,None,None,170,52,Female,White,29.8
Silvia Saint,47,Czech Republic,165,50,None,None,3024078.8
Silvie Deluxe,35,Czech Republic,175,52,None,None,12300515.2
Simone Claire,40,Puerto Rico,157,51,None,None,203639.8
Simone Peach,40,Czech Republic,170,60,None,None,6110802.4
Simone Sonay,51,United States of America,170,57,None,None,11267828.8
Simony Diamond,40,Hungary,175,54,None,None,14217189.0
Sindee Coxx,53,United States of America,165,56,None,None,1355783.2
Sindee Jennings,37,United States of America,157,46,None,None,4853015.0
Sindy Lange,43,United States of America,168,52,None,None,5795852.2
Sindy Vega,32,Czech Republic,183,60,None,None,5268831.2
Sinn Sage,None,None,165,64,Female,White,27.8
Sinnamon Love,50,United States of America,155,54,None,None,1556875.0
Sinner,None,None,175,75,Male,White,36.8
Siouxsie Q,None,None,170,68,Female,Other,30.8
Sirale,42,Czech Republic,None,None,None,None,2883908.0
Siri Dahl,None,None,175,75,Female,White,42.0
Sissy Neri,55,Italy,185,62,None,None,1072144.0
Sizi Sev,None,None,163,54,Female,Black,99.2
Skin Diamond,None,None,165,52,Female,Other,25.0
Sky Pierce,None,None,163,47,Female,White,113.2
Sky Smith,None,None,157,54,Female,White,168.4
Sky Taylor,50,England,168,55,None,None,322404.4
Skye Blue,None,None,173,52,Female,White,26.8
Skye West,None,United States of America,150,45,None,None,10148292.8
Skyla Novea,None,None,163,52,Female,White,29.4
Skylar Green,30,United States of America,152,43,None,None,13444139.2
Skylar Madison,None,None,168,55,None,None,412206.8
Skylar Snow,None,None,168,64,Female,White,172.8
Skylar Valentine,None,None,140,43,Female,White,120.2
Skylar Vox,None,None,160,66,Female,White,96.6
Skyler Mckay,31,Scotland,160,None,None,None,2821926.0
Skyler Nicole,None,None,160,66,Female,Black,65.0
Skyy Black,None,None,160,66,Female,Black,87.4
Skyy Knox,None,None,180,73,Male,White,17.0
Sledge Hammer,50,United States of America,185,118,None,None,7125829.2
Slim Poke,38,United States of America,180,68,None,None,14243623.2
Sloan Harper,30,United States of America,157,57,None,None,11304146.4
Slutty Spice,None,None,157,50,Female,White,8.6
Small Hands,None,None,173,68,Male,Other,77.6
smokie flame,40,United States of America,163,48,None,None,452956.2
Sofi Goldfinger,None,None,None,None,Female,White,47.8
Sofi Mora,None,None,168,55,Female,White,3.0
Sofi Ryan,None,None,163,48,Female,White,196.8
Sofia Curly,None,None,None,None,Female,White,23.8
Sofia Gucci,37,Romania,168,None,None,None,2562898.8
Sofia Lee,28,Czech Republic,168,72,None,None,28064464.0
Sofia Like,28,Russia,173,55,None,None,1311423.4
Sofia Rose,None,None,165,113,Female,Latin,108.2
Sofia Star,None,None,178,63,Female,White,10.2
Sofia Valentine,41,Netherlands,165,50,None,None,233906.6
Sofie Marie,None,United States of America,178,60,None,None,11841837.6
Sofie Reyez,None,None,155,52,Female,Latin,24.2
Sofy Soul,27,Russia,165,None,None,None,2327189.4
SoldierHugeCock,None,None,170,75,Male,Latin,35.4
Soleil Saunders,None,United States of America,157,43,None,None,306230.6
Sommer Isabella,None,None,157,57,Female,Black,18.2
Sonia Kel,None,None,None,None,None,None,711994.6
Sonya Sweet,27,Russia,160,45,None,None,1265035.0
Sookie Blues,None,None,168,63,Female,White,17.0
Sophia Castello,45,Mexico,155,53,None,None,1026947.4
Sophia Fiore,32,United States of America,178,64,None,None,2203608.4
Sophia Gently,42,United States of America,168,52,None,None,3089793.0
Sophia Grace,27,United States of America,165,58,None,None,12135323.0
Sophia Jade,None,None,165,50,Female,White,2.8
Sophia Knight,35,Scotland,165,47,None,None,2547281.2
Sophia Laure,31,France,163,None,None,None,4543501.6
Sophia Leone,None,None,163,55,Female,Latin,39.2
Sophia Locke,None,None,165,59,Female,White,87.2
Sophia Lomeli,44,United States of America,163,57,None,None,1380478.4
Sophia Lux,24,United States of America,173,59,None,None,10238420.2
sophia lynn,39,United States of America,165,50,None,None,224444.0
Sophia Smith,None,None,168,51,Female,White,66.8
Sophie Anderson,36,United Kingdom,170,61,None,None,5647548.4
Sophie Dee,None,None,163,50,Female,White,32.0
Sophie Evans,None,None,173,56,Female,White,2.2
Sophie Ladder,None,None,188,70,Trans Woman,White,21.6
Sophie Logan,None,Germany,165,50,None,None,1157670.4
Sophie Lynx,39,Hungary,163,51,None,None,7099580.8
Sophie Moone,42,Hungary,165,50,None,None,6372996.2
Sophie Shox,None,None,163,44,Female,White,11.2
Sophie Strauss,37,United States of America,155,46,None,None,1067033.8
Sovereign Syre,None,None,175,63,Female,White,89.6
Spencer Bradley,None,None,152,47,Female,White,141.0
Spencer Scott,None,None,163,57,Female,White,78.8
Spicy J,43,United States of America,160,55,None,None,4284867.4
Stacey Cash,43,United States of America,152,51,None,None,813715.6
Stacey Lacey,None,None,165,49,Female,White,15.2
Stacey Saran,None,None,163,48,Female,White,177.2
Staci Carr,31,United States of America,160,50,None,None,4263622.6
Staci Silverstone,29,United States of America,157,50,None,None,14121342.6
staci thorn,40,United States of America,173,56,None,None,1286933.8
Stacie Jaxxx,29,United States of America,160,52,None,None,2984021.2
Stacie Lane,36,United States of America,160,61,None,None,2240069.6
Stacie Starr,51,Australia,163,68,None,None,5049871.2
Stacy Adams,39,United States of America,165,57,None,None,1479479.0
Stacy Cruz,None,None,160,57,Female,White,61.4
Stacy Silver,42,Czech Republic,168,57,None,None,4398713.6
Stacy Snake,34,Russia,170,55,None,None,3815879.4
Stacy Valentine,53,United States of America,163,None,None,None,632164.2
Star Nine,None,None,170,50,Female,White,59.8
Stassi Sinclair,None,United States of America,160,45,None,None,913689.8
Stasya Stoune,32,Russia,165,None,None,None,207222.8
Stefania Mafra,38,United States of America,165,58,None,None,7667591.8
Stefanie Moon,None,None,160,42,Female,White,56.4
Stefy Shee,None,None,None,None,None,None,782240.8
Stella Cox,None,None,163,None,Female,White,49.8
Stella Delcroix,38,France,168,58,None,None,1100961.0
Stella Liberty,None,None,178,63,Female,White,6.2
Stella Raee,25,United States of America,163,61,None,None,11824770.8
Stella Von Savage,None,None,None,None,Female,None,25.8
Stephani Moretti,37,United States of America,165,50,None,None,3108541.8
Stephanie Cane,37,Israel,168,45,None,None,1645656.2
Stephanie Moon,27,Russia,157,48,None,None,2385415.0
Stephanie Saint,30,United States of America,163,52,None,None,424620.8
Stephanie Swift,51,United States of America,163,55,None,None,3309031.2
Stephanie West,31,United States of America,165,51,None,None,4278570.2
Stephanie Wylde,54,United States of America,165,52,None,None,1103888.0
Stephie Staar,None,None,None,None,Female,None,35.2
steve hatcher,None,None,None,None,None,None,341136.8
Steve Holmes,None,None,185,75,Male,White,64.0
Steve Hooper,53,England,178,None,None,None,593628.2
Steve Q,None,Czech Republic,178,77,None,None,51965406.0
Steve Rickz,None,None,None,None,Male,None,26.2
Steve Sommers,None,None,178,82,Male,White,3.2
steven french,46,France,178,None,None,None,3386681.8
Steven Richards,53,United States of America,188,77,None,None,667997.0
Steven St Croix,55,United States of America,191,92,None,None,13187529.6
stevie,50,United States of America,165,None,None,None,219880.0
Stevie Shae,31,United States of America,165,51,None,None,9093792.0
Stirling Cooper,None,None,185,85,Male,White,21.0
Stormy Daniels,44,United States of America,170,59,None,None,7858406.2
Stoya,None,None,170,57,Female,White,80.8
Stracy Stone,36,Czech Republic,178,57,None,None,3977304.0
strapon jane,None,None,None,None,None,None,1248970.2
stunning summer,None,None,163,61,Female,White,9.8
Suhaila Hard,33,Spain,170,65,None,None,1599333.2
Sumire Matsu,34,Japan,163,50,None,None,408754.0
summer bailey,34,United States of America,160,55,None,None,579787.0
Summer Brielle Taylor,36,United States of America,175,54,None,None,12575581.2
Summer Brooks,24,United States of America,157,45,None,None,7478762.6
Summer Carter,31,United States of America,173,55,None,None,4660541.8
Summer Cummings,55,United States of America,165,52,None,None,763518.2
Summer Day,29,United States of America,168,55,None,None,9794208.2
Summer Hart,None,None,157,64,Female,White,24.8
Summer Lynn,41,United States of America,163,48,None,None,1325719.6
Summer Rose,None,United Kingdom,None,None,None,None,3933549.4
summer storm,49,United States of America,157,50,None,None,325742.8
Sunny Day,47,Czech Republic,160,57,None,None,574142.6
Sunny Green,46,Hungary,198,91,None,None,969552.0
Sunny Lane,None,None,152,50,Female,White,65.0
Sunny Leone,42,Canada,163,50,None,None,23932312.6
Sunny Spark,None,Canada,None,None,None,None,796562.6
sunshine,38,United States of America,175,57,None,None,438147.0
Susan Ayn,32,Czech Republic,175,60,None,None,4278399.6
Susana Melo,32,Portugal,155,44,None,None,1695510.8
Susy Blue,None,None,None,None,Female,White,19.2
Susy Gala,None,None,165,65,Female,White,20.0
Suzie Best,None,None,160,51,Female,White,3.6
Suzie Carina,40,Czech Republic,163,52,None,None,4365200.2
Suzie Diamond,39,Slovakia,180,55,None,None,1203297.0
Suzie Q,None,None,165,39,Female,Asian,25.2
Suzie Sun,30,Czech Republic,168,None,None,None,2120619.8
Suzy Rainbow,30,Hungary,163,50,None,None,906997.2
Sweet Cat,31,Czech Republic,170,57,None,None,15612754.0
Sybil,None,None,163,49,Female,White,61.0
Sydnee Capri,38,United States of America,173,59,None,None,3044750.4
Sydnee Steele,55,United States of America,170,52,None,None,118391.6
Sydney Cole,None,None,157,48,Female,White,96.8
Sylvia Chrystall,None,None,None,None,Couple,White,120.4
sylvio mata,None,United States of America,175,77,None,None,1016465.6
syren,52,Philippines,168,52,None,None,4398213.8
Syren De Mer,54,United States of America,168,57,None,None,50892077.4
Syren Sexton,37,England,168,51,None,None,485881.4
Szilvia Lauren,50,Hungary,170,58,None,None,4650031.4
tabitha james,None,None,None,None,None,None,288624.0
Tabitha Stevens,53,United States of America,165,48,None,None,2879808.2
Tad Pole,None,None,None,None,Other,None,12.8
Taissa Shanti,None,None,170,52,Female,White,101.8
Tali Dova,None,None,170,54,Female,White,5.6
Talia Mint,None,None,160,45,Female,White,196.8
Talon,54,United States of America,183,79,None,None,17377838.4
Tamara Grace,None,None,170,62,Female,White,35.2
Tammie Lee,None,United Kingdom,170,53,None,None,1717370.0
Tammie Madison,None,None,165,59,Female,White,14.6
Tana Lea,None,None,163,56,Female,White,79.6
Tanner Mayes,34,United States of America,168,52,None,None,9682961.4
tanya danielle,47,United States of America,165,52,None,None,397514.4
Tanya Hansen,None,None,168,52,Female,White,2.4
Tanya James,40,United States of America,180,59,None,None,884774.0
Tanya Tate,None,None,168,57,Female,White,25.2
Tanya Virago,None,None,178,None,Female,None,1.4
Tara,60,United States of America,170,61,None,None,53636.0
Tara Holiday,56,Chile,160,50,None,None,11586975.6
Tara Lynn Foxx,33,United States of America,170,61,None,None,3115424.2
Tara Morgan,32,United States of America,157,51,None,None,1299602.8
Tarra White,36,Czech Republic,170,50,None,None,4490985.4
Taryn Thomas,None,None,165,62,Female,White,23.8
Tarzan,None,None,175,77,Male,White,28.8
Tasha Reign,34,United States of America,165,50,None,None,18923552.2
Tatiana Kush,37,United States of America,155,50,None,None,1335694.8
Tawny Roberts,44,United States of America,170,50,None,None,80780.6
taylor ann,48,United States of America,None,None,None,None,661971.8
Taylor Blake,None,None,165,63,Female,White,6.2
Taylor Burton,33,Germany,160,70,None,None,1860684.2
taylor lynn,47,United States of America,168,54,None,None,562676.8
Taylor May,29,United States of America,165,52,None,None,2484215.2
Taylor Rain,42,United States of America,163,48,None,None,2084583.2
Taylor Reed,28,United States of America,155,45,None,None,5187765.6
Taylor Reign,None,None,178,61,Male,White,6.6
Taylor Sands,None,None,163,52,Female,White,154.6
taylor st. claire,54,United States of America,173,59,None,None,665068.2
taylor starr,35,United States of America,173,59,None,None,722827.8
Taylor Tilden,36,United States of America,165,49,None,None,2268538.2
Taylor Vixen,40,United States of America,160,55,None,None,15423749.2
Taylor Wane,55,England,157,50,None,None,1128367.6
Taylor Whyte,30,United States of America,160,50,None,None,7794475.0
Tayssa Tally,None,None,None,None,None,None,119710.2
Teagan Presley,38,United States of America,152,46,None,None,1655411.0
Teagan Summers,33,United States of America,163,50,None,None,1828534.8
Teal Conrad,None,None,173,55,None,None,3007815.2
Teanna Kai,52,United States of America,157,47,None,None,6308931.4
Teanna Trump,28,United States of America,168,61,None,None,32122121.8
Teddy Torres,32,France,178,85,None,None,1964554.8
Tee Reel,43,United States of America,168,69,None,None,3621894.0
Tera Bond,45,Hungary,168,50,None,None,477574.2
Tera Joy,42,Czech Republic,157,53,None,None,4290060.8
Tera Link,25,Czech Republic,157,None,None,None,4761311.4
Tera Patrick,None,None,175,55,Female,White|Asian,63.4
Teressa Bizarre,30,Czech Republic,163,52,None,None,720740.6
Terry Kemaco,None,Spain,None,None,None,None,393087.6
Terry Nova,37,Czech Republic,173,76,None,None,2906427.0
Tess Lyndon,33,Czech Republic,163,50,None,None,17042547.0
Tessa Fowler,31,United States of America,155,48,None,None,6102836.0
Tessa Lane,35,United States of America,173,59,None,None,4021446.8
tessa taylor,33,United States of America,157,45,None,None,2993544.4
Tetti Dew Korti,29,Russia,168,None,None,None,2754221.0
Texas Patti,None,None,170,54,Female,White,59.2
Thais Schiavinato,None,None,None,None,None,None,1207034.0
The Slut Scarlett,None,None,165,82,Female,White,3.8
The Starzis,None,None,155,None,Couple,White,17.2
Thomas Crown,41,Czech Republic,183,None,None,None,6017121.6
Thomas J,None,None,None,None,Male,None,7.2
Thomas Lee,None,None,None,None,None,None,2667113.4
Thomas Stone,45,Hungary,None,None,None,None,13397016.0
Tia Cyrus,None,None,152,41,Female,Latin,136.6
Tia Layne,41,England,163,53,None,None,3916593.4
Tia Ling,49,United States of America,155,50,None,None,3382113.4
Tia Sweets,43,United States of America,152,52,None,None,2128714.0
Tia Tanaka,36,Indonesia,157,45,None,None,2354464.6
tiana lynn,40,United States of America,157,52,None,None,1089601.0
Tiffany Brookes,34,United States of America,173,55,None,None,10983825.2
Tiffany Doll,None,None,157,50,Female,White,129.6
Tiffany Fox,None,None,168,47,Female,White,9.0
Tiffany Haze,33,United States of America,163,45,None,None,3247007.0
Tiffany Holiday,None,None,168,54,Female,White,7.2
Tiffany Kingston,41,England,163,48,None,None,508429.8
Tiffany Leiddi,None,None,155,50,Female,White,24.8
Tiffany Mynx,52,United States of America,160,49,None,None,9591693.6
Tiffany Naylor,None,None,163,None,Female,White,5.0
Tiffany Rayne,38,United States of America,168,57,None,None,984730.6
Tiffany Rousso,38,Hungary,168,55,None,None,5006231.8
Tiffany Star,32,United States of America,163,53,None,None,4916944.0
Tiffany Staxxx,None,United States of America,157,68,None,None,378987.8
Tiffany Tatum,None,None,165,None,Female,White,57.6
Tiffany Taylor,43,United States of America,163,50,None,None,2115314.4
Tiffany Thompson,31,United States of America,173,57,None,None,1629913.2
Tiffany Tyler,37,United States of America,175,59,None,None,4450497.2
Tiffany Watson,None,None,170,58,Female,White,44.2
Tigger Rosey,None,None,178,77,Female,None,12.8
Tila Flame,31,United States of America,163,52,None,None,3685926.6
